ID		PT-BR NAME			EN NAME
33438		Espadim quitinoso (Terceira Era)			Drygore rapier (Third Age)
33439		Espadim quitinoso (Terceira Era)			Drygore rapier (Third Age)
33440		Espadim quitinoso (Terceira Era) (quebrado)			Drygore rapier (Third Age)(broken)
33441		Espadim quitinoso secundário (Terceira Era)			Off-hand drygore rapier (Third Age)
33442		Espadim quitinoso secundário (Terceira Era)			Off-hand drygore rapier (Third Age)
33443		Espadim quitinoso secundário (Terceira Era) (quebrado)			Off-hand drygore rapier (Third Age)(broken)
33444		Espada longa quitinosa (Terceira Era)			Drygore longsword (Third Age)
33445		Espada longa quitinosa (Terceira Era)			Drygore longsword (Third Age)
33446		Espada longa quitinosa (Terceira Era) (quebrada)			Drygore longsword (Third Age)(broken)
33447		Espada longa quitinosa secundária (Terceira Era)			Off-hand drygore longsword (Third Age)
33448		Espada longa quitinosa secundária (Terceira Era)			Off-hand drygore longsword (Third Age)
33449		Espada longa quitinosa secundária (Terceira Era) (quebrada)			Off-hand drygore longsword (Third Age)(broken)
33450		Balestra da ascensão (Terceira Era)			Ascension crossbow (Third Age)
33451		Balestra da ascensão (Terceira Era)			Ascension crossbow (Third Age)
33452		Balestra da ascensão (Terceira Era) (quebrada)			Ascension crossbow (Third Age)(broken)
33453		Balestra da ascensão secundária (Terceira Era)			Off-hand ascension crossbow (Third Age)
33454		Balestra da ascensão secundária (Terceira Era)			Off-hand ascension crossbow (Third Age)
33455		Balestra da ascensão secundária (Terceira Era) (quebrada)			Off-hand ascension crossbow (Third Age)(broken)
33456		Varinha sísmica (Terceira Era)			Seismic wand (Third Age)
33457		Varinha sísmica (Terceira Era)			Seismic wand (Third Age)
33458		Varinha sísmica (Terceira Era) (quebrada)			Seismic wand (Third Age)(broken)
33459		Singularidade sísmica (Terceira Era)			Seismic singularity (Third Age)
33460		Singularidade sísmica (Terceira Era)			Seismic singularity (Third Age)
33461		Singularidade sísmica (Terceira Era) (quebrada)			Seismic singularity (Third Age)(broken)
33462		Foice nociva (Terceira Era)			Noxious scythe (Third Age)
33463		Foice nociva (Terceira Era)			Noxious scythe (Third Age)
33464		Foice nociva (Terceira Era) (quebrada)			Noxious scythe (Third Age)(broken)
33465		Cajado nocivo (Terceira Era)			Noxious staff (Third Age)
33466		Cajado nocivo (Terceira Era)			Noxious staff (Third Age)
33467		Cajado nocivo (Terceira Era) (quebrado)			Noxious staff (Third Age)(broken)
33468		Arco longo nocivo (Terceira Era)			Noxious longbow (Third Age)
33469		Arco longo nocivo (Terceira Era)			Noxious longbow (Third Age)
33470		Arco longo nocivo (Terceira Era) (quebrado)			Noxious longbow (Third Age)(broken)
33471		Máscara tectônica (Terceira Era)			Tectonic mask (Third Age)
33472		Máscara tectônica (Terceira Era)			Tectonic mask (Third Age)
33473		Máscara tectônica (Terceira Era) (quebrada)			Tectonic mask (Third Age)(broken)
33474		Túnica tectônica (Terceira Era)			Tectonic robe top (Third Age)
33475		Túnica tectônica (Terceira Era)			Tectonic robe top (Third Age)
33476		Túnica tectônica (Terceira Era) (quebrada)			Tectonic robe top (Third Age)(broken)
33477		Saia da túnica tectônica (Terceira Era)			Tectonic robe bottom (Third Age)
33478		Saia da túnica tectônica (Terceira Era)			Tectonic robe bottom (Third Age)
33479		Saia da túnica tectônica (Terceira Era) (quebrada)			Tectonic robe bottom (Third Age)(broken)
33480		Máscara sirênica (Terceira Era)			Sirenic mask (Third Age)
33481		Máscara sirênica (Terceira Era)			Sirenic mask (Third Age)
33482		Máscara sirênica (Terceira Era) (quebrada)			Sirenic mask (Third Age)(broken)
33483		Cota sirênica (Terceira Era)			Sirenic hauberk (Third Age)
33484		Cota sirênica (Terceira Era)			Sirenic hauberk (Third Age)
33485		Cota sirênica (Terceira Era) (quebrada)			Sirenic hauberk (Third Age)(broken)
33486		Perneiras sirênicas (Terceira Era)			Sirenic chaps (Third Age)
33487		Perneiras sirênicas (Terceira Era)			Sirenic chaps (Third Age)
33488		Perneiras sirênicas (Terceira Era) (quebradas)			Sirenic chaps (Third Age)(broken)
33489		Elmo maléfico (Terceira Era)			Malevolent helm (Third Age)
33490		Elmo maléfico (Terceira Era)			Malevolent helm (Third Age)
33491		Elmo maléfico (Terceira Era) (quebrado)			Malevolent helm (Third Age)(broken)
33492		Couraça maléfica (Terceira Era)			Malevolent cuirass (Third Age)
33493		Couraça maléfica (Terceira Era)			Malevolent cuirass (Third Age)
33494		Couraça maléfica (Terceira Era) (quebrada)			Malevolent cuirass (Third Age)(broken)
33495		Grevas maléficas (Terceira Era)			Malevolent greaves (Third Age)
33496		Grevas maléficas (Terceira Era)			Malevolent greaves (Third Age)
33497		Grevas maléficas (Terceira Era) (quebradas)			Malevolent greaves (Third Age)(broken)
33498		Balestra negra secundária			Off-hand black crossbow
33500		Balestra de 2m negra			Black 2h crossbow
33502		Amuleto da fúria (enf)			Amulet of fury (t)
33505		Bilhete para pular caixa de quebra-cabeças			Puzzle box skipping ticket
33506		Bilhete para pular nó celta			Knot skipping ticket
33507		Bilhete para pular roupa			Costume skipping ticket
33508		Mala			Suitcase
33510		Mala de mão secundária			Off-hand suitcase
33512		Pasta			Briefcase
33514		Pasta de mão secundária			Off-hand briefcase
33516		Barril com explosivos			Explosive barrel
33518		Saco das efígies			Sack of effigies
33520		Capa de Apunhalada			Backstab cape
33522		Teddybear			Teddybear
33524		Lâmpada pequena de EXP			Small XP lamp
33525		Lâmpada grande de EXP			Large XP lamp
33526		Lâmpada enorme de EXP			Huge XP lamp
33527		Lâmpada ígnea pequena			Small smouldering lamp
33528		Lâmpada ígnea média			Medium smouldering lamp
33529		Lâmpada ígnea grande			Large smouldering lamp
33530		Lâmpada ígnea enorme			Huge smouldering lamp
33531		Golem			Golem
33532		Bastão do ar			Air battlestaff
33533		Adaga de bronze			Bronze dagger
33534		Autoarco			Chargebow
33535		Observação: dispersão			Observation: Dispersal
33536		Observação: chegada			Observation: Arrival
33537		Observação: correção			Observation: Correction
33538		Observação: transição			Observation: Transition
33539		Observação: evolução			Observation: Evolution
33540		Observação: cunhagem			Observation: Imprinting
33541		Observação: predador			Observation: Predator
33542		Observação: foco			Observation: Focus
33543		Observação: conflito			Observation: Conflict
33544		Observação: condenação			Observation: Condemnation
33545		Observação: roubo			Observation: Theft
33546		Observação: inocência			Observation: Innocence
33547		Observação: ERRO			Observation: ERROR
33548		Observação: despertar			Observation: Awoken
33549		Observação: casca			Observation: Husk
33550		Observação: celebração			Observation: Revelry
33551		Observação: silêncio			Observation: Silence
33552		Observação: beleza			Observation: Beauty
33553		Observação: corrupção			Observation: Corruption
33554		Observação: presente			Observation: Present
33555		Observação combinada: Xênia estava sozinha			Combined observation: Xenia was alone
33556		Observação combinada: não estamos juntos			Combined observation: We stand apart
33557		Observação combinada: golem e eu			Combined observation: Golem and I
33558		Observação combinada: Ariane e o golem			Combined observation: Ariane and the golem
33559		Observação combinada: a insanidade dos amigos			Combined observation: The madness of friends
33560		Observação combinada: unidos venceremos			Combined observation: United we stand
33561		Observação: espreitadora anciã			Combined observation: Elder stalker
33562		Observação combinada: Xênia está ferindo a porta-voz			Combined observation: Xenia is harming the mouthpiece
33563		Observação combinada: a porta-voz pode observar acontecimentos			Combined observation: The mouthpiece can observe events
33564		Observação combinada: Ariane é persistente			Combined observation: Ariane is studious
33565		Observação combinada: Xênia está evitando detecção			Combined observation: Xenia is avoiding detection
33566		Kipple Nano			Kipple nano
33568		Kipple Nano			Kipple nano
33570		Lâmpada de combate			Combat lamp
33571		Lâmpada de Magia			Magic lamp
33572		Lâmpada de Criação de Runas			Runecrafting lamp
33573		Essência arruinada			Ruined essence
33574		Capa de coletor			Gatherer's cape
33575		Capa de combatente			Combatant's cape
33576		Capa de artesão			Artisan's cape
33577		Capa de apoio			Support cape
33578		Capuz de coletor			Gatherer's hood
33579		Capuz de combatente			Combatant's hood
33580		Elmo de artesão			Artisan's helm
33581		Capuz de apoio			Support hood
33582		Lâmpada Grande de EXP			Large XP lamp
33583		Presente da Oxfam			Oxfam present
33584		Presente da Oxfam (negociável)			Oxfam present (tradeable)
33585		Presente da Oxfam (recebido)			Oxfam present (received)
33586		Enfeite de Aura Festiva da Oxfam			Oxfam Festive Aura bauble
33587		Galhada de Rena da Oxfam			Oxfam Reindeer Antlers
33588		Saco de presentes			Sack of presents
33589		Papel festivo			Festive paper
33590		Bola de neve			Snowball
33591		Lâmpada festiva			Festive lamp
33592		Roupa de boneco de neve			Snowman costume
33593		Cabeça de boneco de neve			Snowman head
33594		Corpo de boneco de neve			Snowman body
33595		Pernas de boneco de neve			Snowman legs
33596		Gerador de neve			Snow generator
33597		Foice de gelo			Ice sickle
33599		Piada do presente de Natal			Christmas cracker joke
33604		Neve encantada			Enchanted snow
33605		Bola de neve encantada			Enchanted snowball
33606		Presente de Natal			Christmas present
33607		Presente de Natal			Christmas present
33608		Presente de Natal			Christmas present
33609		Presente de Natal			Christmas present
33610		Presente de Natal			Christmas present
33611		Presente de Natal grande			Big Christmas present
33612		Presente de Natal grande			Big Christmas present
33613		Presente de Natal grande			Big Christmas present
33614		Presente de Natal grande			Big Christmas present
33615		Presente de Natal grande			Big Christmas present
33616		Lâmpada luminosa			Glowing lamp
33617		Lâmpada luminosa grande			Big glowing lamp
33618		Presente luminoso			Glowing cracker
33619		Chester de borracha			Rubber turkey
33622		Chester de borracha secundário			Off-hand rubber turkey
33625		Foice de Natal			Christmas scythe
33628		Guirlanda			Holly wreath
33631		Buddy			Buddy
33632		Buddy			Buddy
33634		Katana			Katana
33635		Full outfit			Full outfit
33637		Head			Head
33638		Body			Body
33639		Legs			Legs
33640		Feet			Feet
33641		Hands			Hands
33642		Flag			Flag
33643		Kirin			Kirin
33645		Kirin			Kirin
33646		Aura Instinto Anão			Dwarven instinct aura
33648		Bronze pack			Bronze pack
33650		Silver pack			Silver pack
33652		Gold pack			Gold pack
33654		Lava hood			Lava hood
33655		Lava wings			Lava wings
33656		Falcão de Lava			Lava hawk
33658		Falcão de Lava			Lava hawk
33659		Pingente prismático estético			Cosmetic prismatic pendant
33660		Pingente prismático precioso estético			Cosmetic prized prismatic pendant
33661		TokHaar-Kal-Xil			TokHaar-Kal-Xil
33662		TokHaar-Kal-Xil			TokHaar-Kal-Xil
33663		Lata de piche			Pitch can
33664		Frasco água benta Vertido			Vertida's bottle of holy water
33665		Cajado de inflamadeira			Blisterwood staff
33667		Estaca de inflamadeira			Blisterwood stake
33668		Estaca de inflamadeira sec			Off-hand blisterwood stake
33669		Lança de inflamadeira			Blisterwood polearm
33671		Extremo medalhão do domínio			Extreme dominion medallion
33672		Full outfit			Full outfit
33674		Head			Head
33675		Torso			Torso
33676		Legs			Legs
33677		Staff			Staff
33678		Full outfit			Full outfit
33680		Head			Head
33681		Torso			Torso
33682		Legs			Legs
33683		Axe			Axe
33684		Full outfit			Full outfit
33686		Head			Head
33687		Torso			Torso
33688		Legs			Legs
33689		Spear			Spear
33690		Full outfit			Full outfit
33692		Head			Head
33693		Torso			Torso
33694		Legs			Legs
33695		Crossbow			Crossbow
33696		Full outfit			Full outfit
33698		Head			Head
33699		Torso			Torso
33700		Legs			Legs
33701		Hammer			Hammer
33702		Hammer oh			Hammer oh
33703		Full outfit			Full outfit
33705		Head			Head
33706		Torso			Torso
33707		Legs			Legs
33708		Flail			Flail
33709		Martelo das Profecias			Maul of omens
33710		Profecias			Omens
33711		Profecias - Elmo			Omens helm
33712		Profecias - Tronco			Omens torso
33713		Profecias - Pernas			Omens legs
33714		Profecias - Pés			Omens feet
33715		Profecias - Luvas			Omens gloves
33716		Artefato antigo			Ancient artefact
33717		Bombi			Bombi
33718		Bombi			Bombi
33719		Aljava de Tirannwn 1			Tirannwn quiver 1
33720		Aljava de Tirannwn 2			Tirannwn quiver 2
33721		Aljava de Tirannwn 3			Tirannwn quiver 3
33722		Aljava de Tirannwn 4			Tirannwn quiver 4
33723		Lâmpada antiga			Antique lamp
33724		Lâmpada antiga			Antique lamp
33725		Lâmpada antiga			Antique lamp
33726		Lâmpada antiga			Antique lamp
33727		Lâmpada antiga			Antique lamp
33728		Prancha (classe 1)			Snowboard (tier 1)
33729		Prancha (classe 2)			Snowboard (tier 2)
33730		Prancha (classe 3)			Snowboard (tier 3)
33731		Prancha (Classe 4)			Snowboard (tier 4)
33732		Prancha (Classe 5)			Snowboard (tier 5)
33733		Prancha (tubarão)			Snowboard (shark)
33734		Prancha (caveira)			Snowboard (skull)
33735		Prancha (boneco de neve)			Snowboard (frosty)
33736		Fragmento de amuleto de alquimista reluzente			Brilliant alchemist's amulet fragment
33737		Amuleto de alquimista reluzente (desc)			Brilliant alchemist's amulet (uncharged)
33738		Amuleto de alquimista reluzente (carregado)			Brilliant alchemist's amulet (charged)
33739		Amuleto de alquimista luminoso (carregado)			Luminous alchemist's amulet (charged)
33740		Pele proteica			Protean hide
33741		Couro proteico			Protean leather
33742		Couro duro proteico			Protean hard leather
33743		Pele de cobra proteica			Protean snakehide
33744		Pele de dragão proteica			Protean dragonhide
33745		Barril de Desafio dos Anões			Dwarven challenge barrel
33747		Nefarious edge			Nefarious edge
33749		Nefarious spire			Nefarious spire
33751		Nefarious reach			Nefarious reach
33753		Warm winter outfit			Warm winter outfit
33755		Warm winter hood			Warm winter hood
33756		Warm winter coat			Warm winter coat
33757		Warm winter coat bottom			Warm winter coat bottom
33758		Warm winter boots			Warm winter boots
33759		Warm winter gloves			Warm winter gloves
33760		Capa do Clã Amlodd			Clan Amlodd cape
33761		Capa do Clã Cadarn			Clan Cadarn cape
33762		Capa do Clã Crwys			Clan Crwys cape
33763		Capa do Clã Hefin			Clan Hefin cape
33764		Capa do Clã Iorwerth			Clan Iorwerth cape
33765		Capa do Clã Ithell			Clan Ithell cape
33766		Capa do Clã Meilyr			Clan Meilyr cape
33767		Capa do Clã Trahaearn			Clan Trahaearn cape
33768		Kit de navio de guerra real			Royal battleship kit
33769		Navio guerra real brinquedo			Toy royal battleship
33770		Navio guerra real preciso			Accurate royal battleship
33771		Navio guerra real defensivo			Defensive royal battleship
33772		Navio guerra real agressivo			Aggressive royal battleship
33773		Navio guerra real brinquedo (desgastado)			Toy royal battleship (battleworn)
33774		Navio guerra real preciso (desgastado)			Accurate royal battleship (battleworn)
33775		Navio guerra real defensivo (desgastado)			Defensive royal battleship (battleworn)
33776		Navio guerra real agressivo (desgastado)			Aggressive royal battleship (battleworn)
33777		Chapéu Gnomo Ouro 2014			Golden gnome hat 2014
33778		Kree'arrinha			Chick'arra
33779		K'ril Miniroth			K'ril tinyroth
33780		General Awwdor			General awwdor
33781		Comandante Miniana			Commander miniana
33782		Nexterminadora			Nexterminator
33783		Barry			Barry
33784		Mallory			Mallory
33785		Elinho			Ellie
33786		Filhote Corpóreo			Corporeal puppy
33787		Toupeirinha			Molly
33788		Lulinha			Shrimpy
33789		Larvoca kalphita			Kalphite grubling
33790		Larvita kalphita			Kalphite grublet
33791		Larvita kalphita			Kalphite grublet
33792		Dragãozinho Negro Rei			King black dragonling
33793		Legio Primulus			Legio primulus
33794		Legio Secundulus			Legio secundulus
33795		Legio Tertiolus			Legio tertiolus
33796		Legio Quartulus			Legio quartulus
33797		Legio Quintulus			Legio quintulus
33798		Legio Sextulus			Legio sextulus
33799		Dragoazinha Negra Rainha			Queen black dragonling
33800		Filhote Prime			Prime hatchling
33801		Filhote Rex			Rex hatchling
33802		Filhote Supremo			Supreme hatchling
33803		Megapatinhos			Mega ducklings
